"","ExtendedID","Subject1Tag","Subject2Tag","MultipleBirth","IsMz","Subject1LastSurvey","Subject2LastSurvey","RImplicitPass1","RImplicit","RImplicit2004","RImplicitDifference","RExplicit","RExplicitOldestSibVersion","RExplicitYoungestSibVersion","RExplicitPass1","RPass1","R"
"1549",1739,174001,174002,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1550",1745,174501,174502,0,0,2006,2008,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1551",1745,174501,174503,0,0,2006,2006,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1552",1745,174502,174503,0,0,2008,2006,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1553",1747,174701,174702,0,0,2008,2004,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1554",1750,175201,175202,0,0,2008,NA,NA,NA,0.375,NA,0.5,0.5,NA,0.5,0.5,0.5
"1555",1753,175401,175402,0,0,2008,NA,NA,0.25,0.375,-0.125,0.5,0.5,NA,0.5,0.5,0.5
"1556",1753,175401,175403,0,0,2008,NA,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1557",1753,175401,175404,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1558",1753,175401,175405,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1559",1753,175401,175406,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1560",1753,175401,175407,0,0,2008,1998,NA,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1561",1753,175402,175403,0,0,NA,NA,NA,NA,0.375,NA,0.25,NA,NA,NA,NA,0.25
"1562",1753,175402,175404,0,0,NA,2008,NA,NA,0.375,NA,0.25,NA,0.25,0.25,0.25,0.25
"1563",1753,175402,175405,0,0,NA,2008,NA,NA,0.375,NA,0.25,NA,0.25,0.25,0.25,0.25
"1564",1753,175402,175406,0,0,NA,2008,NA,NA,0.375,NA,0.25,NA,NA,NA,NA,0.25
"1565",1753,175402,175407,0,0,NA,1998,NA,NA,0.375,NA,0.25,NA,NA,NA,NA,0.25
"1566",1753,175403,175404,0,0,NA,2008,NA,NA,0.375,NA,0.5,NA,0.5,0.5,0.5,0.5
"1567",1753,175403,175405,0,0,NA,2008,NA,NA,0.375,NA,0.5,NA,0.5,0.5,0.5,0.5
"1568",1753,175403,175406,0,0,NA,2008,NA,NA,0.375,NA,0.5,NA,NA,NA,NA,0.5
"1569",1753,175403,175407,0,0,NA,1998,NA,NA,0.375,NA,0.5,NA,NA,NA,NA,0.5
"1570",1753,175404,175405,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1571",1753,175404,175406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1572",1753,175404,175407,0,0,2008,1998,NA,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1573",1753,175405,175406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1574",1753,175405,175407,0,0,2008,1998,NA,0.5,0.5,0,0.375,0.375,NA,0.375,0.375,0.375
"1575",1753,175406,175407,0,0,2008,1998,NA,0.5,0.5,0,0.5,NA,NA,NA,NA,0.5
"1576",1757,175701,175702,0,0,NA,NA,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25
"1577",1758,175801,175802,0,0,2008,2008,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25
"1578",1760,176001,176002,0,0,2008,2008,0.25,0.25,0.5,-0.25,0.25,0.25,0.25,0.25,0.25,0.25
"1579",1760,176001,176003,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1580",1760,176002,176003,0,0,2008,2008,NA,NA,0.375,NA,0.25,0.25,NA,0.25,0.25,0.25
"1581",1768,176901,176902,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1582",1770,177001,177002,0,0,2004,2008,0.5,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,0.5
"1583",1775,177501,177502,0,0,2006,2004,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1584",1776,177601,177602,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1585",1778,177801,177802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1586",1785,178501,178502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1587",1785,178501,178503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1588",1785,178502,178503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1589",1785,178601,178602,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1590",1785,178601,178603,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1591",1785,178601,178604,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1592",1785,178602,178603,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1593",1785,178602,178604,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1594",1785,178603,178604,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1595",1789,178901,178902,0,0,2002,2008,0.5,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,0.5
"1596",1789,178901,178903,0,0,2002,2000,0.25,0.25,0.375,-0.125,0.25,NA,NA,NA,0.25,0.25
"1597",1789,178902,178903,0,0,2008,2000,0.25,0.25,0.5,-0.25,0.25,0.25,NA,0.25,0.25,0.25
"1598",1794,179401,179402,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1599",1795,179501,179502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1600",1803,180301,180302,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1601",1804,180401,180402,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1602",1804,180401,180403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1603",1804,180402,180403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1604",1808,180801,180802,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1605",1814,181401,181402,0,0,2008,1998,NA,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1606",1814,181501,181502,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,0.25,0.25,0.25
"1607",1816,181601,181602,0,0,1988,2006,0.5,0.5,0.375,0.125,0.5,NA,0.5,0.5,0.5,0.5
"1608",1816,181601,181603,0,0,1988,2008,NA,0.5,0.375,0.125,0.5,NA,0.5,0.5,0.5,0.5
"1609",1816,181601,181604,0,0,1988,2008,0.25,0.25,0.25,0,0.25,NA,0.25,0.25,0.25,0.25
"1610",1816,181602,181603,0,0,2006,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1611",1816,181602,181604,0,0,2006,2008,NA,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1612",1816,181603,181604,0,0,2008,2008,NA,NA,0.375,NA,0.25,0.25,0.25,0.25,0.25,0.25
"1613",1818,181801,181802,0,0,1994,2006,0.25,0.25,0.25,0,0.25,NA,0.25,0.25,0.25,0.25
"1614",1824,182401,182402,0,0,2008,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1615",1825,182501,182502,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1616",1825,182501,182503,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1617",1825,182501,182504,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1618",1825,182502,182503,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1619",1825,182502,182504,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1620",1825,182503,182504,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1621",1826,182601,182602,0,0,2008,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,0.5,0.5
"1622",1829,182901,182902,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1623",1829,182901,182903,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1624",1829,182901,182904,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1625",1829,182902,182903,0,0,2008,2008,NA,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1626",1829,182902,182904,0,0,2008,2008,NA,0.25,0.375,-0.125,0.5,0.5,NA,0.5,0.5,0.5
"1627",1829,182903,182904,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1628",1829,183101,183102,0,0,1986,1986,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1629",1829,183201,183202,0,0,2004,2004,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25
"1630",1829,183201,183203,0,0,2004,2002,NA,0.25,0.25,0,NA,NA,NA,NA,NA,0.25
"1631",1829,183202,183203,0,0,2004,2002,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA
"1632",1833,183301,183302,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1633",1833,183301,183303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1634",1833,183302,183303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1635",1834,183401,183402,0,0,1990,1990,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1636",1834,183401,183403,0,0,1990,1990,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1637",1834,183402,183403,0,0,1990,1990,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1638",1838,183801,183802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1639",1838,183801,183803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1640",1838,183802,183803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1641",1838,183901,183902,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1642",1843,184401,184402,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1643",1843,184401,184403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1644",1843,184401,184404,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1645",1843,184401,184405,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1646",1843,184401,184406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1647",1843,184402,184403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1648",1843,184402,184404,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1649",1843,184402,184405,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1650",1843,184402,184406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1651",1843,184403,184404,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1652",1843,184403,184405,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1653",1843,184403,184406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1654",1843,184404,184405,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1655",1843,184404,184406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1656",1843,184405,184406,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1657",1847,184801,184802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1658",1849,184901,184902,0,0,2004,2004,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1659",1853,185301,185302,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1660",1853,185301,185303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1661",1853,185301,185304,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1662",1853,185302,185303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1663",1853,185302,185304,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1664",1853,185303,185304,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1665",1857,185801,185802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1666",1862,186201,186202,0,0,2008,NA,0.5,0.5,0.375,0.125,0.5,0.5,NA,0.5,0.5,0.5
"1667",1862,186201,186203,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1668",1862,186201,186204,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1669",1862,186201,186205,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1670",1862,186202,186203,0,0,NA,2008,0.5,0.5,0.375,0.125,0.375,NA,0.375,0.375,0.5,0.5
"1671",1862,186202,186204,0,0,NA,2008,NA,0.5,0.375,0.125,0.5,NA,0.5,0.5,0.5,0.5
"1672",1862,186202,186205,0,0,NA,2008,NA,0.5,0.375,0.125,0.5,NA,0.5,0.5,0.5,0.5
"1673",1862,186203,186204,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1674",1862,186203,186205,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1675",1862,186204,186205,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1676",1863,186301,186302,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1677",1863,186301,186303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1678",1863,186302,186303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1679",1868,186801,186802,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1680",1876,187601,187602,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1681",1876,187601,187603,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1682",1876,187602,187603,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1683",1878,187801,187802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1684",1878,187801,187803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1685",1878,187802,187803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1686",1880,188001,188002,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1687",1884,188501,188502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1688",1886,188601,188602,2,0,2002,2002,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1689",1895,189601,189602,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1690",1898,189801,189802,0,0,1998,1998,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1691",1900,190001,190002,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1692",1900,190001,190003,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1693",1900,190002,190003,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1694",1900,190201,190202,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1695",1903,190401,190402,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1696",1903,190401,190403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1697",1903,190402,190403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1698",1903,190501,190502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1699",1903,190501,190503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1700",1903,190501,190504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1701",1903,190502,190503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"1702",1903,190502,190504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"1703",1903,190503,190504,2,1,2008,2008,1,1,1,0,0.5,NA,NA,NA,1,1
"1704",1906,190601,190602,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1705",1906,190601,190603,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1706",1906,190601,190604,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1707",1906,190602,190603,3,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1708",1906,190602,190604,3,0,2008,2008,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5
"1709",1906,190603,190604,3,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1710",1912,191201,191202,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1711",1922,192201,192202,0,0,NA,NA,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1712",1926,192601,192602,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1713",1926,192701,192702,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1714",1926,192701,192703,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1715",1926,192701,192704,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1716",1926,192702,192703,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1717",1926,192702,192704,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1718",1926,192703,192704,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1719",1928,192801,192802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1720",1928,192801,192803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1721",1928,192802,192803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1722",1933,193401,193402,0,0,1996,1996,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1723",1935,193501,193502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1724",1935,193601,193602,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1725",1935,193701,193702,2,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1726",1935,193701,193703,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1727",1935,193702,193703,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1728",1935,193801,193802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1729",1935,193801,193803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1730",1935,193802,193803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1731",1951,195101,195102,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1732",1953,195301,195302,0,0,2008,2008,0.5,0.5,NA,NA,0.5,0.5,NA,0.5,0.5,0.5
"1733",1954,195401,195402,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1734",1954,195401,195403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1735",1954,195402,195403,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"1736",1959,196001,196002,0,0,2008,2008,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25
"1737",1961,196201,196202,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1738",1964,196501,196502,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1739",1974,197401,197402,0,0,2002,2002,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"1740",1979,198001,198002,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1741",1979,198001,198003,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1742",1979,198002,198003,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1743",1990,199001,199002,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1744",1993,199301,199302,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1745",1993,199301,199303,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1746",1993,199302,199303,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1747",1994,199401,199402,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1748",1995,199501,199502,0,0,2008,2008,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5
"1749",1996,199701,199702,0,0,2000,2008,NA,0.25,0.25,0,0.5,NA,0.5,0.5,0.5,0.5
"1750",1996,199701,199703,0,0,2000,2008,0.25,0.25,0.25,0,0.25,NA,0.25,0.25,0.25,0.25
"1751",1996,199701,199704,0,0,2000,2008,0.25,0.25,0.25,0,0.25,NA,0.25,0.25,0.25,0.25
"1752",1996,199702,199703,0,0,2008,2008,NA,0.25,0.5,-0.25,0.25,0.25,0.25,0.25,0.25,0.25
"1753",1996,199702,199704,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1754",1996,199703,199704,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"1755",2000,200201,200202,0,0,2006,2008,0.5,0.5,0.375,0.125,0.25,0.25,0.375,0.25,0.5,0.5
"1756",2000,200201,200203,0,0,2006,2008,0.5,0.5,0.375,0.125,0.25,0.25,0.25,0.25,0.5,0.5
"1757",2000,200201,200204,0,0,2006,2008,NA,0.5,0.375,0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1758",2000,200201,200205,0,0,2006,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1759",2000,200201,200206,0,0,2006,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1760",2000,200201,200207,0,0,2006,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1761",2000,200201,200208,0,0,2006,2008,NA,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"1762",2000,200201,200209,0,0,2006,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1763",2000,200201,200210,0,0,2006,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1764",2000,200202,200203,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1765",2000,200202,200204,0,0,2008,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1766",2000,200202,200205,0,0,2008,2008,NA,0.25,0.375,-0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1767",2000,200202,200206,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"1768",2000,200202,200207,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1769",2000,200202,200208,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1770",2000,200202,200209,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1771",2000,200202,200210,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1772",2000,200203,200204,0,0,2008,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1773",2000,200203,200205,0,0,2008,2008,NA,0.25,0.375,-0.125,0.5,0.5,0.5,0.5,0.5,0.5
"1774",2000,200203,200206,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1775",2000,200203,200207,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"1776",2000,200203,200208,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"1777",2000,200203,200209,0,0,2008,2008,NA,NA,0.375,NA,0.25,0.25,NA,0.25,0.25,0.25
